frameno;no_of_circles;bounding_box_position;color
760;2;"[[[456, 196], [485, 221]], [[713, 207], [739, 237]]]";1
761;2;"[[[454, 199], [484, 226]], [[710, 211], [744, 236]]]";1
762;2;"[[[457, 200], [485, 224]], [[712, 211], [740, 238]]]";1
763;2;"[[[458, 201], [486, 229]], [[713, 213], [745, 240]]]";1
764;2;"[[[458, 204], [488, 231]], [[713, 215], [742, 240]]]";1
765;2;"[[[459, 205], [488, 232]], [[714, 217], [743, 246]]]";1
766;2;"[[[460, 212], [487, 236]], [[711, 220], [743, 251]]]";1
767;2;"[[[463, 217], [489, 245]], [[716, 230], [747, 256]]]";1
768;2;"[[[458, 225], [491, 253]], [[717, 239], [747, 265]]]";1
769;2;"[[[463, 236], [488, 260]], [[716, 246], [745, 276]]]";1
770;2;"[[[465, 245], [497, 271]], [[716, 256], [750, 283]]]";1
771;2;"[[[463, 253], [492, 278]], [[716, 266], [749, 292]]]";1
772;2;"[[[461, 262], [492, 287]], [[715, 275], [749, 300]]]";1
773;2;"[[[460, 269], [488, 293]], [[715, 281], [747, 310]]]";1
774;2;"[[[462, 272], [488, 298]], [[715, 285], [743, 315]]]";1
775;2;"[[[461, 276], [489, 304]], [[715, 289], [741, 317]]]";1
776;2;"[[[462, 281], [492, 307]], [[714, 293], [742, 320]]]";1
777;2;"[[[461, 287], [490, 313]], [[714, 297], [742, 328]]]";1
778;2;"[[[457, 291], [491, 321]], [[713, 308], [749, 333]]]";1
779;2;"[[[460, 297], [490, 325]], [[711, 313], [741, 340]]]";1
780;2;"[[[460, 299], [487, 328]], [[711, 315], [740, 345]]]";1
781;2;"[[[462, 301], [489, 329]], [[712, 316], [740, 344]]]";1
782;2;"[[[460, 305], [488, 334]], [[711, 319], [741, 347]]]";1
783;2;"[[[461, 311], [490, 340]], [[712, 322], [743, 353]]]";1
784;2;"[[[459, 312], [487, 339]], [[713, 325], [741, 356]]]";1
785;2;"[[[461, 316], [489, 339]], [[714, 327], [744, 356]]]";1
786;2;"[[[461, 318], [487, 343]], [[710, 328], [741, 357]]]";1
787;2;"[[[457, 320], [489, 350]], [[708, 333], [746, 363]]]";1
788;2;"[[[459, 323], [488, 352]], [[711, 337], [745, 368]]]";1
789;2;"[[[459, 328], [488, 356]], [[713, 341], [743, 369]]]";1
790;2;"[[[460, 332], [487, 361]], [[710, 342], [743, 375]]]";1
791;2;"[[[457, 337], [487, 367]], [[711, 350], [737, 383]]]";1
792;2;"[[[459, 345], [486, 371]], [[712, 360], [740, 390]]]";1
793;2;"[[[460, 354], [490, 381]], [[713, 367], [744, 392]]]";1
794;2;"[[[462, 359], [489, 386]], [[713, 373], [741, 401]]]";1
795;2;"[[[464, 367], [489, 393]], [[715, 379], [742, 406]]]";1
796;2;"[[[466, 371], [491, 398]], [[714, 386], [743, 413]]]";1
797;2;"[[[464, 376], [491, 403]], [[716, 390], [742, 419]]]";1
798;2;"[[[463, 384], [490, 412]], [[716, 399], [744, 424]]]";1
799;2;"[[[463, 389], [492, 420]], [[717, 401], [741, 430]]]";1
800;2;"[[[465, 393], [494, 420]], [[714, 407], [746, 438]]]";1
801;2;"[[[463, 396], [491, 424]], [[716, 411], [742, 442]]]";1
802;2;"[[[462, 406], [495, 436]], [[715, 420], [743, 449]]]";1
803;2;"[[[464, 412], [490, 438]], [[713, 425], [740, 455]]]";1
804;2;"[[[463, 418], [487, 446]], [[714, 431], [742, 462]]]";1
805;2;"[[[465, 425], [491, 453]], [[714, 440], [742, 469]]]";1
806;2;"[[[460, 433], [489, 464]], [[713, 449], [741, 479]]]";1
807;2;"[[[462, 447], [488, 473]], [[714, 462], [739, 490]]]";1
808;2;"[[[461, 463], [490, 489]], [[711, 476], [741, 504]]]";1
809;2;"[[[465, 478], [492, 504]], [[713, 490], [741, 523]]]";1
810;2;"[[[466, 485], [489, 513]], [[714, 500], [742, 529]]]";1
811;2;"[[[463, 494], [489, 523]], [[713, 506], [742, 536]]]";1
812;2;"[[[464, 500], [491, 531]], [[713, 512], [741, 547]]]";1
813;2;"[[[464, 505], [490, 532]], [[714, 520], [740, 549]]]";1
814;2;"[[[466, 510], [491, 539]], [[713, 526], [742, 553]]]";1
815;2;"[[[467, 516], [494, 544]], [[718, 529], [746, 558]]]";1
816;2;"[[[470, 521], [493, 548]], [[716, 534], [745, 564]]]";1
817;2;"[[[465, 524], [491, 551]], [[716, 536], [746, 567]]]";1
818;2;"[[[464, 529], [492, 557]], [[715, 544], [745, 572]]]";1
819;2;"[[[465, 534], [492, 562]], [[717, 550], [743, 576]]]";1
820;2;"[[[464, 542], [490, 570]], [[715, 555], [742, 585]]]";1
821;2;"[[[467, 552], [492, 578]], [[715, 561], [743, 593]]]";1
822;2;"[[[464, 562], [491, 589]], [[717, 575], [743, 604]]]";1
823;2;"[[[463, 574], [495, 603]], [[715, 589], [741, 618]]]";1
824;2;"[[[463, 589], [488, 620]], [[715, 603], [743, 632]]]";1
825;2;"[[[464, 605], [487, 635]], [[715, 617], [740, 647]]]";1
826;2;"[[[460, 618], [488, 649]], [[710, 627], [743, 659]]]";1
827;2;"[[[461, 626], [486, 654]], [[712, 638], [740, 669]]]";1
828;2;"[[[461, 631], [488, 662]], [[712, 646], [736, 677]]]";1
829;2;"[[[462, 639], [485, 669]], [[714, 650], [739, 682]]]";1
830;2;"[[[460, 644], [487, 672]], [[712, 651], [736, 685]]]";1
831;2;"[[[465, 652], [487, 676]], [[715, 664], [740, 693]]]";1
832;2;"[[[466, 655], [490, 684]], [[715, 669], [744, 696]]]";1
833;2;"[[[467, 661], [493, 688]], [[718, 672], [743, 702]]]";1
834;2;"[[[468, 666], [492, 696]], [[717, 683], [742, 707]]]";1
835;2;"[[[466, 675], [487, 701]], [[718, 690], [745, 715]]]";1
836;2;"[[[464, 676], [488, 705]], [[714, 690], [738, 723]]]";1
837;2;"[[[464, 686], [486, 711]], [[713, 698], [736, 725]]]";1
838;2;"[[[464, 690], [486, 717]], [[712, 703], [741, 734]]]";1
839;2;"[[[458, 696], [485, 728]], [[713, 711], [738, 740]]]";1
840;2;"[[[459, 702], [484, 732]], [[709, 715], [739, 746]]]";1
841;2;"[[[458, 714], [486, 745]], [[712, 728], [735, 755]]]";1
842;2;"[[[458, 717], [484, 747]], [[710, 732], [739, 762]]]";1
843;2;"[[[458, 726], [485, 756]], [[708, 739], [739, 774]]]";1
844;2;"[[[454, 731], [484, 760]], [[709, 745], [736, 777]]]";1
845;2;"[[[453, 738], [478, 763]], [[707, 750], [733, 780]]]";1
846;2;"[[[449, 741], [478, 771]], [[702, 753], [735, 782]]]";1
847;2;"[[[454, 743], [481, 774]], [[708, 757], [735, 790]]]";1
848;2;"[[[455, 748], [482, 776]], [[710, 760], [736, 792]]]";1
849;2;"[[[456, 750], [484, 781]], [[707, 764], [737, 793]]]";1
850;2;"[[[456, 756], [481, 785]], [[710, 766], [738, 796]]]";1
851;2;"[[[459, 761], [481, 791]], [[711, 772], [736, 805]]]";1
852;2;"[[[456, 769], [481, 798]], [[709, 784], [733, 814]]]";1
853;2;"[[[454, 776], [479, 805]], [[706, 792], [731, 821]]]";1
854;1;"[[[708, 798], [732, 827]]]";1
855;1;"[[[703, 803], [732, 835]]]";1
856;1;"[[[701, 808], [730, 839]]]";1
857;1;"[[[700, 811], [732, 842]]]";1
858;1;"[[[703, 817], [728, 845]]]";1
859;2;"[[[447, 809], [474, 836]], [[699, 822], [735, 851]]]";1
860;2;"[[[446, 811], [475, 840]], [[700, 827], [731, 856]]]";1
861;2;"[[[449, 816], [473, 844]], [[701, 832], [735, 863]]]";1
862;2;"[[[443, 817], [475, 852]], [[703, 834], [736, 869]]]";1
863;2;"[[[445, 822], [474, 860]], [[701, 840], [730, 875]]]";1
864;2;"[[[442, 832], [470, 860]], [[701, 843], [729, 875]]]";1
865;2;"[[[445, 835], [469, 868]], [[698, 848], [731, 881]]]";1
866;2;"[[[443, 837], [470, 867]], [[699, 851], [730, 881]]]";1
867;2;"[[[444, 839], [474, 871]], [[699, 851], [729, 884]]]";1
868;2;"[[[439, 837], [469, 870]], [[699, 850], [726, 884]]]";1
869;2;"[[[439, 837], [470, 874]], [[692, 852], [728, 887]]]";1
870;2;"[[[440, 840], [468, 874]], [[699, 858], [726, 892]]]";1
871;2;"[[[443, 848], [470, 882]], [[696, 860], [728, 894]]]";1
872;2;"[[[442, 849], [468, 886]], [[697, 862], [726, 898]]]";1
873;2;"[[[442, 854], [470, 889]], [[697, 866], [732, 904]]]";1
874;2;"[[[442, 852], [465, 887]], [[693, 873], [728, 909]]]";1
875;2;"[[[440, 859], [464, 891]], [[698, 873], [725, 908]]]";1
876;2;"[[[436, 860], [464, 896]], [[697, 879], [725, 910]]]";1
877;2;"[[[439, 866], [467, 902]], [[693, 880], [721, 916]]]";1
878;2;"[[[437, 871], [463, 900]], [[692, 880], [728, 917]]]";1
879;2;"[[[436, 869], [460, 902]], [[693, 884], [723, 914]]]";1
880;2;"[[[435, 867], [462, 902]], [[693, 883], [725, 914]]]";1
881;2;"[[[437, 871], [464, 906]], [[691, 885], [725, 915]]]";1
882;2;"[[[438, 872], [468, 904]], [[696, 886], [725, 920]]]";1
883;2;"[[[439, 876], [467, 909]], [[697, 892], [724, 920]]]";1
884;2;"[[[441, 876], [462, 912]], [[696, 892], [726, 923]]]";1
885;2;"[[[441, 879], [464, 914]], [[696, 893], [724, 925]]]";1
886;2;"[[[434, 880], [464, 914]], [[690, 894], [729, 924]]]";1
887;2;"[[[436, 882], [465, 921]], [[696, 899], [723, 928]]]";1
888;2;"[[[437, 884], [465, 921]], [[694, 901], [724, 933]]]";1
889;2;"[[[432, 886], [466, 920]], [[693, 899], [729, 941]]]";1
890;2;"[[[438, 885], [466, 926]], [[697, 905], [722, 937]]]";1
891;2;"[[[439, 891], [465, 925]], [[695, 904], [727, 941]]]";1
892;2;"[[[439, 893], [464, 928]], [[697, 906], [728, 943]]]";1
893;2;"[[[441, 899], [468, 934]], [[694, 910], [729, 946]]]";1
894;2;"[[[440, 906], [466, 940]], [[695, 917], [730, 958]]]";1
895;2;"[[[436, 913], [464, 953]], [[695, 929], [730, 964]]]";1
896;2;"[[[434, 922], [461, 956]], [[692, 935], [721, 969]]]";1
897;2;"[[[430, 930], [456, 964]], [[686, 944], [718, 978]]]";1
898;2;"[[[432, 933], [455, 967]], [[689, 944], [719, 978]]]";1
899;2;"[[[425, 933], [454, 968]], [[686, 942], [718, 982]]]";1
900;2;"[[[427, 936], [455, 973]], [[687, 944], [728, 990]]]";1
901;2;"[[[426, 940], [458, 978]], [[689, 959], [718, 991]]]";1
902;2;"[[[429, 946], [458, 982]], [[688, 958], [722, 994]]]";1
903;2;"[[[428, 948], [461, 983]], [[688, 955], [721, 997]]]";1
904;2;"[[[428, 953], [459, 986]], [[686, 965], [715, 1000]]]";1
905;2;"[[[426, 953], [451, 988]], [[689, 968], [717, 1001]]]";1
906;2;"[[[424, 957], [458, 993]], [[687, 971], [717, 1006]]]";1
907;2;"[[[422, 960], [456, 996]], [[687, 974], [721, 1012]]]";1
908;2;"[[[422, 958], [455, 997]], [[687, 979], [716, 1008]]]";1
909;2;"[[[429, 966], [458, 1004]], [[687, 971], [719, 1010]]]";1
910;2;"[[[423, 965], [459, 1004]], [[687, 981], [723, 1015]]]";1
911;2;"[[[428, 968], [461, 1003]], [[688, 984], [719, 1017]]]";1
912;2;"[[[429, 970], [456, 1007]], [[688, 986], [721, 1019]]]";1
913;2;"[[[428, 975], [456, 1010]], [[691, 986], [721, 1023]]]";1
914;2;"[[[425, 976], [456, 1013]], [[687, 984], [720, 1024]]]";1
915;2;"[[[426, 973], [453, 1009]], [[687, 988], [717, 1026]]]";1
916;2;"[[[428, 972], [457, 1010]], [[690, 982], [723, 1022]]]";1
917;2;"[[[424, 969], [456, 1008]], [[688, 982], [720, 1021]]]";1
918;2;"[[[426, 971], [455, 1008]], [[689, 985], [721, 1018]]]";1
919;2;"[[[427, 967], [454, 1004]], [[688, 984], [718, 1017]]]";1
920;2;"[[[428, 964], [458, 999]], [[687, 975], [718, 1011]]]";1
921;2;"[[[429, 950], [455, 991]], [[686, 969], [721, 997]]]";1
922;2;"[[[426, 942], [453, 980]], [[686, 956], [719, 988]]]";1
923;2;"[[[425, 931], [452, 963]], [[687, 943], [719, 975]]]";1
924;2;"[[[422, 916], [452, 951]], [[682, 920], [717, 959]]]";1
925;2;"[[[427, 900], [456, 932]], [[687, 908], [720, 944]]]";1
926;2;"[[[430, 879], [460, 914]], [[688, 888], [725, 923]]]";1
927;2;"[[[428, 860], [460, 899]], [[689, 870], [719, 901]]]";1
928;1;"[[[427, 843], [465, 881]]]";1
929;1;"[[[427, 832], [463, 862]]]";1
930;1;"[[[428, 813], [461, 854]]]";1
931;1;"[[[432, 790], [463, 830]]]";1
932;2;"[[[433, 770], [460, 809]], [[691, 782], [720, 817]]]";1
933;2;"[[[432, 760], [465, 793]], [[690, 766], [725, 803]]]";1
934;2;"[[[435, 748], [464, 784]], [[695, 765], [719, 796]]]";1
935;2;"[[[436, 743], [463, 779]], [[691, 754], [724, 786]]]";1
936;2;"[[[429, 733], [466, 764]], [[688, 744], [726, 774]]]";1
937;2;"[[[435, 722], [467, 758]], [[688, 732], [719, 766]]]";1
938;2;"[[[436, 713], [465, 747]], [[692, 721], [725, 758]]]";1
939;2;"[[[433, 704], [472, 738]], [[691, 711], [722, 750]]]";1
940;2;"[[[432, 694], [469, 734]], [[694, 707], [728, 741]]]";1
941;2;"[[[437, 689], [467, 722]], [[694, 701], [723, 734]]]";1
942;2;"[[[439, 682], [465, 720]], [[694, 693], [728, 721]]]";1
943;2;"[[[438, 676], [472, 708]], [[693, 684], [726, 719]]]";1
944;2;"[[[441, 663], [472, 699]], [[696, 679], [729, 712]]]";1
945;2;"[[[441, 662], [467, 699]], [[695, 673], [726, 707]]]";1
946;2;"[[[440, 659], [464, 693]], [[695, 670], [723, 705]]]";1
947;2;"[[[439, 653], [472, 690]], [[694, 663], [725, 701]]]";1
948;2;"[[[437, 652], [469, 689]], [[695, 659], [726, 695]]]";1
949;2;"[[[439, 638], [472, 675]], [[696, 652], [723, 688]]]";1
950;2;"[[[437, 628], [472, 667]], [[695, 642], [725, 676]]]";1
951;2;"[[[441, 624], [471, 659]], [[693, 629], [725, 668]]]";1
952;2;"[[[446, 616], [470, 644]], [[697, 627], [727, 653]]]";1
953;2;"[[[446, 610], [472, 640]], [[695, 618], [727, 647]]]";1
954;2;"[[[447, 602], [473, 632]], [[698, 614], [725, 641]]]";1
955;2;"[[[447, 599], [471, 629]], [[696, 607], [723, 637]]]";1
956;2;"[[[447, 593], [471, 620]], [[696, 602], [725, 635]]]";1
957;2;"[[[446, 590], [471, 619]], [[697, 598], [723, 628]]]";1
958;2;"[[[448, 584], [471, 613]], [[698, 592], [724, 624]]]";1
959;2;"[[[450, 581], [476, 610]], [[701, 590], [726, 619]]]";1
960;2;"[[[456, 577], [479, 603]], [[705, 582], [729, 615]]]";1
961;2;"[[[454, 568], [482, 595]], [[704, 573], [732, 604]]]";1
962;2;"[[[457, 556], [481, 584]], [[707, 567], [734, 597]]]";1
963;2;"[[[457, 544], [481, 576]], [[706, 558], [732, 589]]]";1
964;2;"[[[455, 539], [479, 568]], [[704, 554], [730, 582]]]";1
965;2;"[[[453, 536], [480, 562]], [[700, 546], [730, 576]]]";1
966;2;"[[[454, 527], [477, 553]], [[704, 540], [735, 568]]]";1
967;2;"[[[456, 523], [482, 549]], [[707, 533], [732, 561]]]";1
968;2;"[[[457, 516], [484, 545]], [[707, 527], [733, 557]]]";1
969;2;"[[[456, 509], [483, 538]], [[705, 519], [734, 551]]]";1
970;2;"[[[454, 503], [477, 531]], [[704, 514], [731, 543]]]";1
971;2;"[[[452, 495], [477, 523]], [[704, 507], [730, 532]]]";1
972;2;"[[[454, 487], [478, 513]], [[703, 499], [728, 529]]]";1
973;2;"[[[454, 472], [484, 500]], [[706, 487], [733, 513]]]";1
974;2;"[[[459, 458], [484, 488]], [[707, 469], [732, 498]]]";1
975;2;"[[[459, 449], [480, 477]], [[709, 460], [735, 490]]]";1
976;2;"[[[457, 439], [481, 470]], [[706, 452], [733, 482]]]";1
977;2;"[[[453, 432], [479, 461]], [[703, 447], [731, 476]]]";1
978;2;"[[[450, 429], [474, 458]], [[700, 444], [729, 473]]]";1
979;2;"[[[450, 429], [474, 453]], [[700, 441], [728, 470]]]";1
980;2;"[[[448, 420], [476, 452]], [[701, 433], [728, 464]]]";1
981;2;"[[[448, 416], [473, 445]], [[700, 428], [727, 459]]]";1
982;2;"[[[448, 412], [473, 436]], [[700, 423], [727, 452]]]";1
983;2;"[[[448, 404], [469, 430]], [[697, 416], [725, 445]]]";1
984;2;"[[[445, 394], [469, 419]], [[697, 406], [723, 436]]]";1
985;2;"[[[443, 383], [469, 409]], [[696, 396], [723, 422]]]";1
986;2;"[[[442, 373], [469, 398]], [[694, 384], [721, 411]]]";1
987;2;"[[[442, 357], [467, 389]], [[696, 375], [718, 401]]]";1
988;2;"[[[443, 348], [466, 378]], [[693, 362], [721, 389]]]";1
989;2;"[[[441, 341], [467, 368]], [[693, 356], [720, 382]]]";1
990;2;"[[[441, 337], [468, 365]], [[694, 348], [722, 378]]]";1
991;2;"[[[439, 330], [466, 359]], [[692, 343], [720, 371]]]";1
992;2;"[[[440, 327], [466, 354]], [[693, 337], [719, 366]]]";1
993;2;"[[[441, 324], [464, 350]], [[694, 337], [718, 363]]]";1
994;2;"[[[437, 318], [462, 346]], [[690, 330], [721, 360]]]";1
995;2;"[[[439, 316], [461, 339]], [[690, 327], [716, 350]]]";1
996;2;"[[[438, 306], [463, 333]], [[692, 320], [718, 349]]]";1
997;2;"[[[438, 297], [463, 325]], [[691, 309], [718, 337]]]";1
998;2;"[[[437, 287], [463, 313]], [[691, 301], [718, 328]]]";1
999;2;"[[[438, 277], [460, 302]], [[692, 291], [720, 317]]]";1
1000;2;"[[[435, 265], [461, 289]], [[690, 279], [717, 310]]]";1
1001;2;"[[[433, 251], [457, 277]], [[688, 265], [715, 290]]]";1
1002;2;"[[[434, 240], [459, 266]], [[689, 257], [716, 282]]]";1
1003;2;"[[[431, 231], [458, 257]], [[687, 248], [713, 276]]]";1
1004;2;"[[[431, 225], [456, 252]], [[687, 241], [714, 266]]]";1
1005;2;"[[[432, 216], [459, 244]], [[684, 226], [711, 258]]]";1
1006;2;"[[[427, 207], [456, 234]], [[684, 221], [713, 243]]]";1
1007;2;"[[[424, 198], [448, 225]], [[682, 211], [707, 237]]]";1
1008;2;"[[[424, 188], [449, 213]], [[680, 201], [707, 228]]]";1
1009;2;"[[[422, 178], [445, 202]], [[681, 189], [707, 218]]]";1
1010;2;"[[[418, 159], [446, 187]], [[677, 177], [706, 206]]]";1
1011;2;"[[[421, 152], [443, 177]], [[676, 165], [708, 192]]]";1
1012;2;"[[[420, 146], [444, 171]], [[678, 158], [707, 184]]]";1
1013;2;"[[[417, 133], [442, 162]], [[678, 147], [705, 180]]]";1
1014;2;"[[[417, 122], [444, 153]], [[677, 140], [703, 166]]]";1
1015;2;"[[[413, 117], [441, 143]], [[676, 131], [702, 161]]]";1
1016;2;"[[[413, 115], [438, 140]], [[674, 125], [701, 158]]]";1
1017;2;"[[[415, 111], [439, 135]], [[676, 125], [702, 150]]]";1
1018;2;"[[[414, 108], [439, 134]], [[675, 119], [706, 148]]]";1
1019;2;"[[[414, 106], [439, 135]], [[676, 118], [700, 146]]]";1
1020;2;"[[[414, 106], [442, 133]], [[674, 120], [704, 149]]]";1
1021;2;"[[[413, 105], [441, 134]], [[676, 118], [704, 147]]]";1
1022;2;"[[[413, 107], [438, 135]], [[674, 120], [704, 147]]]";1
1023;2;"[[[416, 106], [441, 130]], [[675, 118], [700, 144]]]";1
1024;2;"[[[414, 104], [445, 131]], [[675, 116], [700, 143]]]";1
1025;2;"[[[412, 99], [439, 127]], [[672, 111], [702, 142]]]";1
1026;2;"[[[413, 99], [439, 123]], [[673, 111], [703, 140]]]";1
1027;2;"[[[408, 93], [435, 120]], [[673, 109], [706, 135]]]";1
1028;2;"[[[410, 93], [432, 118]], [[670, 103], [699, 134]]]";1
1029;2;"[[[407, 91], [432, 117]], [[671, 105], [696, 134]]]";1
1030;2;"[[[405, 87], [430, 112]], [[670, 102], [693, 129]]]";1
1031;2;"[[[406, 87], [432, 112]], [[669, 100], [694, 129]]]";1
1032;2;"[[[404, 82], [428, 109]], [[667, 95], [697, 124]]]";1
1033;2;"[[[403, 79], [431, 110]], [[664, 93], [702, 123]]]";1
1034;2;"[[[402, 75], [429, 106]], [[667, 90], [695, 118]]]";1
1035;2;"[[[399, 74], [426, 101]], [[663, 91], [695, 118]]]";1
1036;2;"[[[401, 71], [430, 102]], [[663, 85], [694, 120]]]";1
1037;2;"[[[405, 76], [428, 101]], [[667, 90], [693, 115]]]";1
1038;2;"[[[400, 69], [429, 101]], [[667, 85], [695, 116]]]";1
1039;2;"[[[404, 70], [428, 97]], [[668, 87], [696, 117]]]";1
1040;2;"[[[403, 70], [430, 98]], [[666, 86], [694, 116]]]";1
1041;2;"[[[403, 70], [429, 100]], [[668, 86], [694, 113]]]";1
1042;2;"[[[403, 71], [430, 99]], [[669, 88], [696, 113]]]";1
1043;2;"[[[405, 69], [432, 101]], [[670, 81], [695, 114]]]";1
1044;2;"[[[407, 67], [430, 96]], [[669, 85], [704, 116]]]";1
1045;2;"[[[405, 68], [435, 98]], [[672, 83], [700, 115]]]";1
1046;2;"[[[406, 71], [438, 101]], [[676, 85], [702, 114]]]";1
1047;2;"[[[415, 74], [441, 107]], [[674, 89], [707, 118]]]";1
